City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
341,Chardara,KZ,41.2547,67.9692,278.38,64,100,6.8
342,Sisimiut,GL,66.9395,-53.6735,259.88,84,0,4.39
343,Balkhash,KZ,46.844,74.9804,262.15,85,0,7.0
344,Hanmer Springs,NZ,-42.5167,172.8167,292.22,38,1,2.18
345,Batagay,RU,67.6333,134.6333,232.11,78,100,0.47
346,Svetlopolyansk,RU,59.4184,52.3605,268.35,98,100,3.86
347,Copenhagen,DK,55.6759,12.5655,271.48,80,100,4.63
348,Devils Lake,US,48.1128,-98.8651,266.48,100,90,7.2
349,Tiksi,RU,71.6872,128.8694,238.4,85,100,2.33
350,Qaqortoq,GL,60.7167,-46.0333,280.15,29,75,13.89
351,Sikandra,IN,26.3667,79.65,283.4,48,0,2.8
352,Ridgecrest,US,35.6225,-117.6709,281.48,46,1,4.63
353,Stornoway,GB,58.2093,-6.3865,276.15,75,20,4.12
354,Richards Bay,ZA,-28.783,32.0377,294.69,91,83,0.79
355,Cascais,PT,38.6979,-9.4215,288.15,100,100,9.47
356,Roma,US,43.2128,-75.4557,260.15,66,90,2.57
357,Pandan,PH,14.0453,124.1694,297.76,75,100,9.59
358,Sao Joao Da Barra,BR,-21.6403,-41.0511,298.53,80,16,9.75
359,Broome,US,42.2506,-75.833,260.93,85,90,2.06
360,Goderich,CA,43.7501,-81.7165,270.15,63,100,7.2
361,Wageningen,NL,51.9667,5.6667,274.26,86,90,5.66
362,Fort Nelson,CA,58.8053,-122.7002,249.15,77,75,1.54
363,Matadi,CD,-5.8167,13.45,296.36,91,100,0.12
364,Klaksvik,FO,62.2266,-6.589,273.15,74,90,1.03
365,Luderitz,NA,-26.6481,15.1594,291.59,52,0,10.13
366,Luena,AO,-11.7833,19.9167,288.28,96,68,1.01
367,Joensuu,FI,62.6012,29.7632,268.71,93,90,3.6
368,Acapulco,MX,16.8634,-99.8901,300.15,83,75,4.12
369,Fontainebleau,FR,48.4044,2.6903,281.48,93,90,3.6
370,Kruisfontein,ZA,-34.0033,24.7314,286.48,89,0,1.56
371,Tam Ky,VN,15.5667,108.4833,297.15,73,20,0.51
372,Vigrestad,NO,58.5667,5.7,271.15,100,75,3.09
373,Toora-Khem,RU,52.4675,96.11,265.78,92,100,4.63
374,Soe,ID,-9.8607,124.284,298.28,82,100,2.86
375,Dongning,CN,44.0622,131.1207,255.16,85,94,0.14
376,Aklavik,CA,68.2191,-135.0107,240.15,68,94,1.03
377,Natagaima,CO,3.6206,-75.0941,298.75,65,51,0.9
378,Pho Chai,TH,16.3283,103.7703,297.59,60,6,5.14
379,Los Llanos De Aridane,ES,28.6585,-17.9182,291.15,82,90,3.6
380,Sabang,ID,5.8933,95.3214,300.58,78,100,10.03
381,Haian,CN,32.5436,120.45,283.15,74,0,2.64
382,Koumac,NC,-20.5667,164.2833,300.43,73,62,3.88
383,Stephenville Crossing,CA,48.5,-58.4318,267.59,79,20,3.09
384,Ambilobe,MG,-13.2,49.05,296.17,92,79,1.17
385,Upernavik,GL,72.7868,-56.1549,250.57,83,1,4.69
386,Mizan Teferi,ET,6.9833,35.5833,292.94,57,91,1.22
387,Mandera,KE,3.9366,41.867,293.23,55,0,1.73
388,Bimbo,CF,4.2567,18.4158,295.15,94,99,0.32
389,Hazorasp,UZ,41.3194,61.0742,277.15,70,90,3.09
390,Pangnirtung,CA,66.1451,-65.7125,250.15,77,1,2.57
391,Rapid Valley,US,44.0625,-103.1463,275.37,74,1,3.6
392,Tabuk,PH,17.4189,121.4443,293.84,81,88,3.83
393,Worland,US,44.0169,-107.9554,277.59,45,90,1.54
394,Nyeri,KE,-0.4201,36.9476,284.44,79,45,1.09
395,Camacha,PT,33.0833,-16.3333,289.15,94,75,3.09
396,Srandakan,ID,-7.9386,110.2506,301.5,72,100,1.84
397,Turinsk,RU,58.0458,63.696,259.35,95,96,4.29
398,San Andres,CO,12.5847,-81.7006,300.15,74,20,3.6
399,Berlevag,NO,70.8578,29.0864,269.35,96,100,7.96
400,Gayny,RU,60.3071,54.3241,265.27,97,100,5.04
401,Pisco,PE,-13.7,-76.2167,295.15,73,0,4.12
402,Phetchaburi,TH,12.9667,99.5833,298.71,84,99,2.78
403,Laurinburg,US,34.7741,-79.4628,274.15,60,1,2.25
404,Ajdabiya,LY,30.7554,20.2263,287.45,64,10,5.1
405,Arlit,NE,18.7369,7.3853,285.99,33,0,0.96
