City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
372,Vila Franca Do Campo,PT,290.15,37.7167,-25.4333,Pestana Bahia Praia
373,Cidreira,BR,299.6,-30.1811,-50.2056,Hotel Castelo
374,Ishikari,JP,274.26,43.2397,141.3539,ザ・吉岡
375,Trincomalee,LK,298.33,8.5711,81.2335,Welcombe Hotel
376,Broken Hill,AU,289.15,-31.95,141.4333,Royal Exchange Hotel
377,Atar,MR,296.11,20.5169,-13.0499,Oumou Elghoura
378,Airai,TL,288.56,-8.9266,125.4092,Juvinal Martin
379,Atikokan,CA,256.57,48.7555,-91.6216,Quetico Inn (formerly Radisson)
380,Buala,SB,301.43,-8.145,159.5921,Maringe Lagoon Lodge
381,Chaumont,FR,273.15,48.1167,5.1333,Hôtel Restaurant Des Remparts
382,Port Hardy,CA,279.15,50.6996,-127.4199,Airport Inn
383,Muravlenko,RU,245.89,63.7898,74.523,Hostel Rus Muravlenko
384,Phangnga,TH,299.15,8.4509,98.5298,Rattanapong Hotel
385,Wexford,IE,282.59,52.3342,-6.4575,Talbot Hotel Wexford
386,Saint-Augustin,CA,271.81,51.226000000000006,-58.6502,
387,Trstenik,RS,274.15,43.6169,21.0025,Hotel Konaciste Goc Trstenik
388,Thurso,GB,277.15,58.5927,-3.5259,Weigh Inn Hotel
389,Honningsvag,NO,270.15,70.9821,25.9704,Nordkapp Vandrerhjem
390,Kuna,US,277.04,43.4918,-116.4201,Winfield Springs
391,Shenjiamen,CN,281.54,29.9576,122.29799999999999,Jinjiang Inn Zhoushan Putuo Shenjiamen
392,Te Anau,NZ,289.69,-45.4167,167.7167,Kingsgate Hotel Te Anau
393,Cayenne,GF,299.15,4.9333,-52.3333,Hôtel Le Dronmi
394,Hualmay,PE,297.61,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
395,Nanakuli,US,298.15,21.3906,-158.1547,Camp Pālehua
396,Ambunti,PG,296.68,-4.2365,142.8448,Ambunti Lodge
397,Yarmouth,US,275.37,41.7057,-70.2286,Blue Rock Resort
398,Slantsy,RU,274.13,59.1182,28.0914,Tsemotel
399,Pasni,PK,291.96,25.2631,63.471000000000004,Kashmiri Hotal
400,Imbituba,BR,301.15,-28.24,-48.6703,Praia Hotel Imbituba
401,Srandakan,ID,298.08,-7.9386,110.2506,Puri Brata
402,Tambura,SS,297.87,5.6,27.4667,Rikito Lodge
403,Nieuw Amsterdam,SR,302.15,5.8833,-55.0833,Hotel Stardust
404,Dzaoudzi,YT,300.15,-12.7887,45.2699,Le Rocher
405,Rio Hato,PA,306.15,8.3833,-80.1667,Posada Acuarela Farallón (Panamá)
406,Maua,BR,303.15,-23.6678,-46.4614,Hotel Capriccio Mauá
407,Antofagasta,CL,297.04,-23.65,-70.4,Holiday Inn Express Antofagasta
408,Terme,TR,288.15,41.2092,36.9739,OTEL GÜVEN TERME
409,Talcahuano,CL,295.15,-36.7167,-73.1167,Hotel Terramar
410,Norman Wells,CA,246.15,65.282,-126.8329,Heritage Hotel
411,Goundam,ML,295.53,16.4145,-3.6708,
412,Buchanan,LR,300.15,5.8808,-10.0467,Kamaneahn Hotel Inc
413,Alekseyevka,RU,275.4,50.6309,38.6903,Apartment on Ploshchad Pobedy
414,Aalst,BE,276.48,50.9433,4.0735,ibis Aalst Centrum
415,Marsa Matruh,EG,289.15,31.3525,27.2453,Beau Site
416,Kempele,FI,269.82,64.9131,25.5034,Finlandia Hotel Airport Oulu
417,Puerto Narino,CO,304.15,-3.7703,-70.3831,Eware Refugio Amazonico
418,La Reforma,MX,298.71,25.0833,-108.05,Arremar Angostura
419,Petatlan,MX,303.15,17.5167,-101.2667,Hotel California Petatlán
420,Inuvik,CA,249.15,68.3499,-133.7218,Nova Inn Inuvik
421,Obo,CF,295.69,5.3998,26.4869,
422,Dulce Grande,MX,292.15,23.0,-102.1667,
423,Zdvinsk,RU,260.69,54.7021,78.661,Hotel Siberia
424,Faxinal,BR,295.56,-24.0003,-51.3194,Hotel Pires
425,Muskegon,US,272.04,43.3,-86.1334,Timberline Estates
426,Urucara,BR,301.01,-2.5364,-57.76,Hotel japa
427,Derventa,BA,273.15,44.9772,17.9103,Hotel Biser
428,Lompoc,US,285.37,34.6391,-120.4579,Holiday Inn Express Lompoc
429,Yulara,AU,297.15,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
430,Ajdabiya,LY,290.59,30.7554,20.2263,Almadina Hotel
431,Butterworth,MY,299.82,5.3991,100.3638,Cititel Penang
432,Visnes,NO,269.15,59.3556,5.2242,Park Inn Haugesund Airport
433,Tigil,RU,254.43,57.8,158.6667,Tigil'
434,Tual,ID,301.64,-5.6667,132.75,Grand Vilia Hotel
435,Jumla,NP,273.23,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
436,Mbalmayo,CM,298.15,3.5167,11.5,Hôtel les Nouveaux Jardins Des Tropiques
437,Ryotsu,JP,281.4,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
438,Tawau,MY,297.15,4.2498,117.8871,Shervinton Executive Boutique Hotel
439,Hiriyur,IN,292.67,13.9456,76.6192,Anthri hotel
440,Linhares,BR,301.33,-19.3911,-40.0722,Hotel Conceição
441,Aswan,EG,290.15,24.0934,32.907,Nuba Nile
442,Ketchikan,US,273.15,55.3422,-131.6461,Snows Cove Lodge
443,Polunochnoye,RU,267.44,60.8697,60.4153,
444,Vila Do Maio,CV,296.15,15.1333,-23.2167,Residence 'I Delfini'
445,Bambanglipuro,ID,298.01,-7.95,110.2833,Puri Brata
446,Wadi Maliz,TN,284.15,36.4681,8.5495,HOPITAL
447,Tonota,BW,294.15,-21.4833,27.4833,Semotswane Baraka Lodge
448,Pincher Creek,CA,264.82,49.4833,-113.95200000000001,BLUE MOUNTAIN MOTEL
449,Aksarka,RU,238.21,66.5606,67.7975,
450,Rorvik,NO,273.15,64.8621,11.2373,Kysthotellet Rørvik AS
451,Bathsheba,BB,300.15,13.2167,-59.5167,Atlantis Hotel
452,Mumbwa,ZM,290.57,-14.9783,27.0619,Mumbwa Motel
453,Nyurba,RU,226.78,63.2842,118.3319,Gostinitsa Alrosa
454,Amga,RU,226.41,60.8953,131.9608,Algys
455,Ust-Barguzin,RU,250.83,53.45,108.9833,Chivurkiyskaya Skazka
456,Yerbogachen,RU,231.39,61.2767,108.0108,
457,Alofi,NU,298.15,-19.0595,-169.9187,Taloa Heights
458,Synya,RU,246.63,65.3718,58.0387,
459,Skreia,NO,260.15,60.65,10.9333,Toten tretopphytte
460,Nakamura,JP,285.45,32.9833,132.9333,Hotel Crown Hills Nakamura
461,Farah,AF,276.3,32.5,62.5,
462,Quelimane,MZ,301.15,-17.8786,36.8883,Hotel Flamingo
463,Ust-Kuyga,RU,229.94,70.0167,135.6,
464,Sungaipenuh,ID,290.94,-2.0833,101.3833,Hotel Jaya Wisata 2
465,Hudiksvall,SE,263.66,61.729,17.1036,Best Western Hotell Hudik
466,Southend-On-Sea,GB,278.15,51.5378,0.7143,Ilfracombe House Hotel
467,Kaoma,ZM,291.69,-14.7833,24.8,KAOMA AIRPORT
468,Oranjestad,AW,298.15,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
469,Aksay,RU,275.15,47.26,39.87,Chernaya Zhemchuzhina
470,Tongliao,CN,254.81,43.6125,122.2653,Meirujia Hotel
471,Ayan,RU,250.33,56.45,138.1667,Gostinitsa
472,Kamenka,RU,274.17,51.3223,42.7678,
473,Great Falls,US,267.04,47.5002,-111.3008,La Quinta Inn & Suites by Wyndham Great Falls
474,San Pedro,PH,299.15,14.35,121.0167,OYO 412 Viewfort Venue
475,Hattiesburg,US,293.71,31.3271,-89.2903,Deluxe Inn
476,San Andres,CO,303.15,12.5847,-81.7006,Hotel Arena Blanca
477,Kidal,ML,294.01,18.4411,1.4078,
478,Puerto Carreno,CO,307.04,6.189,-67.4859,Casa Hotel Victoria
479,Praia Da Vitoria,PT,290.37,38.7333,-27.0667,Hotel Branco I
480,Namibe,AO,298.23,-15.1961,12.1522,Hotel Chik Chik Namibe
481,Karpathos,GR,290.15,35.507,27.2132,Alex
482,Kaprijke,BE,276.48,51.208,3.6273,Ter Heide BVBA
483,Bulgan,MN,248.72,48.8125,103.5347,Unitel Булган салбар
484,Tevriz,RU,273.47,57.50899999999999,72.4042,Postoyalyy Dvor
485,Bougouni,ML,299.45,11.417,-7.479,Non Stop
486,Jinchang,CN,267.01,38.4953,102.1739,Mingshihui Jinchang International Hotel
487,Teguise,ES,292.15,29.0605,-13.564,B&B La Casona de Nazaret
488,Kabala,SL,298.49,9.5833,-11.55,Kabala Hill View
489,Flin Flon,CA,251.15,54.7682,-101.865,Victoria Inn Flin Flon
490,Lumeje,AO,292.27,-11.55,20.7833,
491,Verkhnetulomskiy,RU,263.15,68.6073,31.7962,Отель Уют
492,Coahuayana,MX,301.15,18.7333,-103.6833,Hotel Los Arcos
493,Muros,ES,288.15,42.7762,-9.0603,Apartment Av. Castelao
494,Zyryanka,RU,237.91,65.75,150.85,
495,Kyren,RU,247.34,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
496,Itoigawa,JP,279.26,37.0333,137.85,Hotel Route Inn Itoigawa
497,Usinsk,RU,244.32,65.9939,57.5281,Dobro Pozhalovaty
498,Atkinson,US,274.26,42.8384,-71.14699999999999,Atkinson Resort & Country Club
499,Kolokani,ML,297.76,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
500,Chifeng,CN,255.74,42.2683,118.9636,Junyu Tiancheng Hotel
501,Mikhaylovka,RU,274.26,50.06,43.2379,5 Komnat
502,Gat,IL,285.93,31.61,34.7642,OlusHome
503,Sinnamary,GF,299.37,5.3833,-52.95,ALETHEIA Appartement Sinnamary
504,Fort Nelson,CA,252.15,58.8053,-122.7002,The Fort Nelson Hotel
505,Aguimes,ES,292.15,27.9054,-15.4461,Hotel Villa de Aguimes
506,Mitsamiouli,KM,300.31,-11.3847,43.2844,Foyer ADM
507,Lucapa,AO,291.2,-8.4192,20.7447,Residência Ulisses Dos Santos
508,Bambous Virieux,MU,297.59,-20.3428,57.7575,Casa Tia Villa
509,Ewa Beach,US,298.15,21.3156,-158.0072,Base Lodging
510,Makhachkala,RU,273.15,42.9764,47.5024,Argo
511,Santiago,CL,304.82,-33.4569,-70.6483,Sheraton Santiago Hotel and Convention Center
512,Daru,PG,298.11,-9.0763,143.2092,Daru Lodge
513,El Roble,CO,307.27,9.1019,-75.1951,Hotel los Robles
514,Nioro,GM,301.85,13.35,-15.75,
515,Nicoya,CR,306.15,10.1483,-85.45200000000001,Guayacan Real
516,Klaksvik,FO,271.15,62.2266,-6.5889999999999995,Airbnb rooms
517,High Level,CA,254.15,58.5169,-117.13600000000001,Days Inn by Wyndham High Level
518,Yola,NG,300.37,9.2,12.4833,Muna Hotel
519,Kaputa,ZM,294.8,-8.4689,29.6619,Chelelwa Charlets
520,Santiago De Cuba,CU,301.15,20.0247,-75.8219,Cubanacan San Felix
521,Kashary,RU,275.0,49.04,41.0056,Гостиница N 1
522,Egvekinot,RU,246.83,66.3167,-179.1667,
523,Knysna,ZA,292.15,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
524,Ruteng,ID,290.09,-8.6136,120.4721,Hotel FX72 Ruteng
525,Cambrils,ES,284.82,41.0748,1.0524,Hotel Sol Port Cambrils
526,Dijkot,PK,283.37,31.2167,72.9833,Al-Siddiq Food Point
527,Susehri,TR,273.08,40.1644,38.0867,Su Vadi Hotel
528,Kailua,US,298.15,21.4022,-157.7394,Sheffield House Bed & Breakfast
529,Wanxian,CN,283.17,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
530,Tortoli,IT,280.15,39.9256,9.6572,Hotel La Bitta
531,Waingapu,ID,298.52,-9.6567,120.2641,Pondok Wisata Elim
532,Lulea,SE,263.15,65.5842,22.1547,Comfort Hotel Arctic
533,Lazaro Cardenas,MX,300.34,17.9583,-102.2,Collection O Hotel Quinta Antigua
534,Maceio,BR,299.15,-9.6658,-35.7353,Hotel Ponta Verde Maceió
535,Harer,ET,285.85,9.3094,42.1258,Amir Cultural Harari Guesthouse
536,Vestmannaeyjar,IS,273.0,63.4427,-20.2734,Glamping & Camping
537,Pamplona,ES,281.48,42.8169,-1.6432,Hotel Albret
538,Luwuk,ID,298.81,-0.9516,122.7875,Hotel Santika Luwuk
539,Roald,NO,273.15,62.5833,6.1333,Flem Cabins
540,Cairns,AU,297.15,-16.9167,145.7667,Mantra Trilogy Cairns
541,Maldonado,UY,302.59,-34.6667,-54.9167,La Cimarrona
542,Sorland,NO,275.15,67.667,12.6934,Sjybrygga fiskecamp
543,Tiarei,PF,302.15,-17.5333,-149.3333,Le Rocher de Tahiti
544,Nishihara,JP,291.15,26.1842,127.7558,Minshuku Agaihama
545,Rawson,AR,295.08,-43.3002,-65.1023,Hosteria Sampedro
546,Annan,GB,278.71,54.9884,-3.2565,Queensberry Arms Hotel
547,Ponta Do Sol,PT,288.71,32.6667,-17.1,Hotel do Campo
548,Auka,HN,305.15,14.9333,-83.8333,
549,Ranot,TH,299.1,7.7777,100.3213,Pakbanglake resort ปากบางเลค รีสอร์ท
550,Manono,CD,294.72,-7.3,27.4167,Hotel hewa bora
551,Merritt Island,US,301.15,28.5392,-80.672,
552,Pacific Grove,US,284.26,36.6177,-121.9166,Lovers Point Inn
553,Najran,SA,287.15,17.4924,44.1277,محمد هادي ال فطيح
554,Kununurra,AU,297.15,-15.7667,128.7333,Hotel Kununurra
555,Letlhakane,BW,296.13,-21.4167,25.5833,Motswedi Hotel P650
556,Casay,PH,298.21,9.8204,123.5496,Blue Pot Family Resort
557,Honiara,SB,299.55,-9.4333,159.95,Heritage Park Hotel
558,Nouakchott,MR,300.15,18.0858,-15.9785,HOTEL IMAN فندق إيمان
559,Haines Junction,CA,256.15,60.7522,-137.5108,Parkside Inn
560,Sainte-Maxime,FR,280.93,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
561,Sassandra,CI,299.05,4.95,-6.0833,la terrasse
562,Sao Joao Do Piaui,BR,307.48,-8.3581,-42.2467,Nayra Palace Hotel
563,Madang,PG,297.66,-5.2246,145.7966,Comfort Inn Hotel
564,Coxim,BR,306.28,-18.5067,-54.76,Hotel Avenida
565,Yacuiba,BO,293.61,-22.038,-63.6797,Hotel Monumental
566,Matadi,CD,298.7,-5.8167,13.45,Hotel Fortune
567,Coari,BR,300.85,-4.085,-63.1414,HOTEL ALEX FLAT
568,Loikaw,MM,287.5,19.6742,97.2094,Myat Nan Taw Hotel
569,Beringovskiy,RU,250.72,63.05,179.3167,Beringgorski
570,Skarnes,NO,260.93,60.2528,11.6797,Slobrua Gjestegård
571,Birjand,IR,270.15,32.8663,59.2211,Birjand Tourist Hotel
572,Sao Miguel Do Araguaia,BR,303.52,-13.275,-50.1628,Hotel Executivo Palace
573,Kargasok,RU,245.49,59.0556,80.8572,Hotel Kargasok
574,Cerro Punta,PA,293.15,8.85,-82.5667,Cielito Sur Bed & Breakfast Inn
575,Liwale,TZ,293.7,-9.7667,37.9333,Samoma Lodge
576,Anapskaya,RU,285.15,44.89,37.38,Continent Hotel
577,Petropavlovsk-Kamchatskiy,RU,267.15,53.0452,158.6483,"ООО ""Гостиничный комплекс ""Петропавловск"""
578,Bow Island,CA,266.15,49.8668,-111.3684,Pleasant View Lodge
579,Pirovskoye,RU,234.81,57.6267,92.2658,
580,Faya,SA,288.15,18.3851,42.4509,مقبرة ال مجمل
581,General Roca,AR,302.15,-39.0333,-67.5833,Hotel El Recreo
582,Hay River,CA,251.15,60.8156,-115.7999,Ptarmigan Inn Hotels
583,Gamba,GA,298.84,-2.65,10.0,
584,Porto Novo,BJ,302.15,6.4965,2.6036,Tour Eiffel Hotel Benin
585,Leninskoye,KZ,272.15,41.7589,69.3864,
586,Simmerath,DE,275.37,50.6,6.3,Erlebnislokal
587,Jinhua,CN,280.94,29.1078,119.6547,Yayi Hotel
